,Rank_avg,Review,Year,Genre,Publisher,Game Title,NA_avg,EU_avg,JP_avg,Other_avg,Global_avg
965,966,84.0,2010,Action,Take-Two Interactive,Mafia II,0.45,0.6599999999999999,0.04,0.24,1.3900000000000001
966,967,81.23,2006,Shooter,Activision,Call of Duty 3,0.5700000000000001,0.605,0.03,0.25,1.455
967,968,86.0,2002,Puzzle,Atari,Super Monkey Ball 2,1.11,0.31,0.06,0.04,1.52
968,969,78.0,2002,Action,Namco Bandai Games,Pac-Man World 2,1.26,0.05,0.0,0.21,1.51
969,970,80.0,2011,Action,LucasArts,LEGO Star Wars III: The Clone Wars,0.745,0.455,0.0,0.12,1.325
970,971,81.0,2011,Sports,Sega,Football Manager 2012,0.02,1.135,0.0,0.31000000000000005,1.455
971,972,88.0,1988,Action,Capcom,Mega Man 2,0.8700000000000001,0.20500000000000002,0.41000000000000003,0.025,1.505
972,973,63.0,2001,Fighting,Electronic Arts,Simpsons Wrestling,0.23,1.16,0.0,0.11,1.51
973,974,80.0,1997,Sports,Electronic Arts,NBA Live 98,1.41,0.06,0.0,0.04,1.51
974,975,67.62,2007,Action,Electronic Arts,The Simpsons Game,0.35,0.485,0.0,0.6749999999999999,1.51
975,976,59.0,1997,Misc,Hasbro Interactive,Monopoly,1.18,0.27,0.0,0.05,1.51
976,977,89.0,2003,Fighting,Namco Bandai Games,SoulCalibur II,0.99,0.32,0.11,0.08,1.5
977,978,85.0,2011,Shooter,Sony Computer Entertainment,Resistance 3,0.6000000000000001,0.5249999999999999,0.05,0.21500000000000002,1.3900000000000001
978,979,78.48,2000,Racing,Crave Entertainment,Tokyo Xtreme Racer Zero,0.66,0.52,0.15,0.17,1.5
979,980,85.0,1998,Sports,Midway Games,NFL Blitz,1.41,0.05,0.0,0.04,1.5
980,981,83.0,2002,Shooter,THQ,Red Faction II,0.49,0.78,0.0,0.23,1.5
981,982,83.0,2010,Puzzle,Warner Bros. Interactive Entertainment,Super Scribblenauts,1.025,0.28,0.0,0.11499999999999999,1.42
982,983,85.0,2000,Sports,Electronic Arts,Madden NFL 2001,1.19,0.07,0.05,0.2,1.5
983,984,88.0,2000,Fighting,THQ,WWF No Mercy,1.2,0.27,0.02,0.02,1.5
984,985,74.0,1985,Platform,Nintendo,Ice Climber,0.46,0.1,0.92,0.02,1.5
985,986,70.0,1993,Platform,Sega,Sonic CD,1.0,0.36,0.09,0.05,1.5
986,987,53.0,1986,Platform,Hudson Soft,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,0.0,0.0,1.5,0.0,1.5
987,988,80.06999999999998,2010,Action,Capcom,Dead Rising 2,0.6950000000000001,0.5,0.09,0.125,1.4100000000000001
988,989,91.5,2008,Misc,MTV Games,Rock Band 2,1.1099999999999999,0.19,0.0,0.155,1.4649999999999999
989,990,80.0,1998,Action,Namco Bandai Games,Pac-Man World,1.21,0.14,0.1,0.04,1.5
990,991,48.0,2009,Misc,Disney Interactive Studios,Disney Sing It: Pop Hits,1.07,0.275,0.0,0.13,1.475
991,992,80.73,2003,Role-Playing,Nintendo,Final Fantasy: Crystal Chronicles,0.72,0.38,0.36,0.04,1.49
992,993,82.0,2002,Shooter,Electronic Arts,Medal of Honor: Frontline,1.0,0.43,0.0,0.06,1.49
993,994,84.0,2008,Sports,Electronic Arts,Madden NFL 09,1.22,0.085,0.0,0.19,1.49
994,995,72.0,2008,Adventure,THQ,Drawn To Life: SpongeBob SquarePants Edition,0.98,0.35,0.0,0.13,1.4649999999999999
995,996,91.08,2000,Platform,Nintendo,Banjo-Tooie,0.82,0.36,0.25,0.06,1.49
996,997,71.0,2006,Misc,Sony Computer Entertainment,Buzz! The BIG Quiz,0.0,1.1,0.0,0.39,1.49
997,998,68.73,2008,Action,Activision,007: Quantum of Solace,0.8049999999999999,0.49,0.01,0.14,1.4449999999999998
998,999,56.0,2010,Simulation,Electronic Arts,The Sims 3,0.515,0.665,0.0,0.14,1.325
999,1000,78.0,2009,Sports,Nintendo,New Play Control! Mario Power Tennis,0.35,0.7,0.28,0.14500000000000002,1.475
1000,1001,60.2,2006,Shooter,Square Enix,Dirge of Cerberus: Final Fantasy VII,0.47,0.37,0.52,0.12,1.48
1001,1002,81.0,1990,Sports,Nintendo,Nintendo World Cup,0.28,0.5,0.65,0.05,1.48
1002,1003,84.55,1999,Fighting,THQ,WWF WrestleMania 2000,1.2,0.25,0.02,0.02,1.48
1003,1004,83.0,1997,Platform,Nintendo,Wario Land II,0.7,0.35,0.39,0.04,1.48
1004,1005,93.16,2011,Role-Playing,Electronic Arts,Mass Effect 2,0.745,0.4,0.03,0.185,1.355
1005,1006,82.0,2005,Sports,Take-Two Interactive,Major League Baseball 2K5,0.72,0.56,0.0,0.19,1.48
1006,1007,85.07,2004,Fighting,Electronic Arts,Fight Night 2004,1.08,0.2,0.0,0.2,1.48
1007,1008,92.2,2004,Action,Ubisoft,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.82,0.59,0.0,0.07,1.48
1008,1009,57.0,2007,Simulation,Ubisoft,Imagine: Master Chef,0.39,0.915,0.0,0.17,1.47
1009,1010,85.0,2008,Fighting,Ubisoft,SoulCalibur IV,0.6950000000000001,0.385,0.14,0.19,1.4100000000000001
1010,1011,84.0,1999,Action,Nintendo,Mario Golf,0.62,0.18,0.65,0.02,1.47
1011,1012,56.0,2003,Platform,THQ,Disney Princess,1.04,0.37,0.0,0.06,1.47
1012,1013,85.35,2006,Fighting,Electronic Arts,Fight Night Round 3,1.315,0.02,0.01,0.1,1.4449999999999998
1013,1014,91.98,2008,Role-Playing,Square Enix,Chrono Trigger,0.61,0.16,0.49,0.08,1.3399999999999999
1014,1015,73.0,2010,Action,LucasArts,Star Wars: The Force Unleashed II,0.87,0.345,0.0,0.11499999999999999,1.33
1015,1016,73.0,2008,Shooter,Sega,The House of the Dead 2 & 3 Return,0.765,0.485,0.03,0.15,1.435
1016,1017,52.0,2007,Adventure,Disney Interactive Studios,Disney Princess: Magical Jewels,1.085,0.175,0.0,0.11499999999999999,1.37
1017,1018,90.94,1998,Role-Playing,SquareSoft,Xenogears,0.2899999999999999,0.19,0.89,0.1,1.46
1018,1019,52.67,2004,Platform,THQ,The SpongeBob SquarePants Movie,1.02,0.38,0.0,0.06,1.46
1019,1020,78.89,2012,Shooter,Ubisoft,Tom Clancy's Ghost Recon: Future Soldier,0.825,0.38,0.02,0.12,1.335
1020,1021,83.76,2008,Shooter,Electronic Arts,Battlefield: Bad Company,0.795,0.44,0.04,0.14500000000000002,1.4249999999999998
1021,1022,73.86,2003,Misc,Midway Games,Midway Arcade Treasures,0.72,0.56,0.0,0.19,1.46
1022,1023,56.19,2008,Platform,THQ,Wall-E,0.45,0.8200000000000001,0.0,0.17,1.4449999999999998
1023,1024,69.72,,Sports,,Triple Play 99,0.81,0.55,0.0,0.1,1.46
1024,1025,71.7,2011,Shooter,THQ,Homefront,0.8,0.46499999999999997,0.02,0.13,1.42
1025,1026,83.0,2001,Puzzle,Atari,Super Monkey Ball,0.95,0.37,0.1,0.04,1.46
1026,1027,81.0,1998,Fighting,GT Interactive,Mortal Kombat 4,0.81,0.55,0.0,0.1,1.46
1027,1028,76.62,2005,Sports,Nintendo,Mario Superstar Baseball,0.93,0.24,0.25,0.04,1.46
1028,1029,91.65,2012,Role-Playing,Electronic Arts,Mass Effect 3,0.56,0.485,0.03,0.19,1.2650000000000001
1029,1030,70.0,2012,Action,Electronic Arts,Medal of Honor: Warfighter,0.395,0.515,0.055,0.21500000000000002,1.185
1030,1031,74.09999999999998,1998,Fighting,THQ,WCW vs the World,1.17,0.2,0.04,0.05,1.46
1031,1032,88.0,2004,Action,Capcom,Onimusha 3: Demon Siege,0.37,0.47,0.54,0.07,1.45
1032,1033,93.57,2008,Shooter,Take-Two Interactive,BioShock,0.675,0.41500000000000004,0.01,0.18,1.27
1033,1034,82.0,2004,Shooter,Take-Two Interactive,Red Dead Revolver,0.71,0.55,0.0,0.19,1.45
1034,1035,84.77,2011,Strategy,Ubisoft,Anno 2070,0.0,0.98,0.0,0.265,1.245
1035,1036,65.0,2007,Misc,Electronic Arts,Smarty Pants,0.515,0.745,0.0,0.16,1.42
1036,1037,54.0,1996,Simulation,Namco Bandai Games,Tamagotchi,0.0,0.0,1.44,0.01,1.45
1037,1038,77.0,1999,Misc,Namco Bandai Games,Namco Museum 64,1.24,0.17,0.03,0.01,1.45
1038,1039,66.0,2008,Puzzle,Electronic Arts,Hasbro Family Game Night,0.96,0.32,0.0,0.13,1.42
1039,1040,79.95,2010,Role-Playing,Square Enix,Dragon Quest Monsters: Joker 2,0.09,0.06,1.24,0.015,1.405
1040,1041,69.0,2007,Misc,Ubisoft,My Word Coach,0.36,0.895,0.0,0.175,1.43
1041,1042,42.0,2007,Misc,Rising Star Games,Hello Kitty Party,0.755,0.5,0.0,0.13,1.375
1042,1043,77.0,2007,Misc,Sony Computer Entertainment,SingStar Pop,0.04,1.08,0.0,0.32,1.44
1043,1044,76.0,2006,Racing,Sega,Sonic Rivals,0.725,0.4,0.0,0.27,1.4
1044,1045,91.0,1996,Platform,Nintendo,Kirby Super Star,0.26,0.07,1.09,0.02,1.44
1045,1046,75.0,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.91,0.37,0.0,0.13,1.42
1046,1047,55.85,2010,Racing,Microsoft Game Studios,Kinect Joy Ride,0.845,0.375,0.0,0.12,1.345
1047,1048,81.0,2006,Misc,Ubisoft,Rayman Raving Rabbids,1.2149999999999999,0.05,0.02,0.11,1.4
1048,1049,87.08,2004,Sports,Electronic Arts,Tiger Woods PGA Tour 2005,1.03,0.32,0.0,0.09,1.44
1049,1050,89.22,2011,Shooter,Electronic Arts,Dead Space 2,0.69,0.45999999999999996,0.0,0.2,1.345
1050,1051,91.36,2002,Sports,Electronic Arts,NCAA Football 2003,1.16,0.08,0.0,0.19,1.44
1051,1052,73.0,1999,Action,Hasbro Interactive,Frogger 2: Swampy's Revenge,0.8,0.54,0.0,0.09,1.43
1052,1053,80.0,2009,Action,Activision,LEGO Indiana Jones 2: The Adventure Continues,0.87,0.37,0.0,0.125,1.365
1053,1054,86.0,2009,Misc,Sega,Sonic's Ultimate Genesis Collection,0.74,0.46,0.0,0.13,1.325
1054,1055,81.20999999999998,2008,Sports,Electronic Arts,Tiger Woods PGA Tour 09 All-Play,0.805,0.47,0.0,0.14,1.415
1055,1056,75.0,1988,Platform,Capcom,Disney's DuckTales,0.82,0.23,0.35,0.03,1.43
1056,1057,80.2,2004,Platform,Nintendo,Classic NES Series: Super Mario Bros.,0.0,0.0,1.39,0.03,1.43
1057,1058,88.07,1999,Sports,Electronic Arts,Triple Play 2000,0.79,0.54,0.0,0.09,1.43
1058,1059,82.0,2010,Fighting,THQ,UFC Undisputed 2010,0.775,0.39,0.02,0.185,1.375
1059,1060,76.78,2005,Sports,Electronic Arts,NBA Live 06 (Weekly american sales),1.35,0.05,0.0,0.02,1.42
1060,1061,90.36,2004,Action,Nintendo,The Legend of Zelda: The Minish Cap,0.89,0.22,0.22,0.1,1.42
1061,1062,82.0,2004,Sports,Electronic Arts,NFL Street,1.15,0.08,0.0,0.19,1.42
1062,1063,78.67,2011,Platform,Sega,Sonic Generations,0.58,0.45999999999999996,0.0,0.115,1.16
1063,1064,94.0,1994,Action,Nintendo,Super Metroid,0.57,0.12,0.71,0.02,1.42
1064,1065,89.07,2008,Action,Electronic Arts,Dead Space,0.86,0.37,0.0,0.125,1.3599999999999999
1065,1066,86.0,2006,Action,LucasArts,LEGO Star Wars II: The Original Trilogy,0.575,0.495,0.0,0.31,1.385
1066,1067,75.0,2010,Action,Disney Interactive Studios,Toy Story 3: The Video Game,0.6000000000000001,0.6,0.0,0.14,1.335
1067,1068,87.39,2009,Fighting,Electronic Arts,Fight Night Round 4,0.9299999999999999,0.325,0.0,0.125,1.375
1068,1069,84.0,2005,Action,Eidos Interactive,LEGO Star Wars: The Video Game,1.09,0.28,0.0,0.04,1.41
1069,1070,49.0,2004,Racing,Sony Computer Entertainment,Ridge Racer,0.36,0.44,0.32,0.275,1.3900000000000001
1070,1071,78.55,2010,Action,Nintendo,Metroid: Other M,0.815,0.255,0.13,0.095,1.295
1071,1072,79.33,1999,Fighting,Electronic Arts,Knockout Kings 2000,1.02,0.34,0.0,0.05,1.41
1072,1073,74.0,2003,Racing,Sony Computer Entertainment,Gran Turismo 4 Prologue,0.0,0.52,0.77,0.17,1.46
1073,1074,88.52,2001,Racing,Sony Computer Entertainment,Twisted Metal: Black,1.19,0.17,0.0,0.05,1.41
1074,1075,87.0,2004,Racing,Electronic Arts,NASCAR 2005: Chase for the Cup,0.69,0.54,0.0,0.18,1.41
1075,1076,85.88,2010,Shooter,Activision,Call of Duty: Black Ops,0.77,0.43999999999999995,0.0,0.125,1.325
1076,1077,78.17,2002,Action,Activision,Spider-Man: The Movie,1.07,0.28,0.0,0.05,1.4
1077,1078,75.0,2008,Racing,Electronic Arts,Need For Speed: Undercover,0.38,0.445,0.03,0.56,1.4
1078,1079,83.98,2008,Action,Ubisoft,Far Cry 2,0.42,0.665,0.01,0.26,1.345
1079,1080,85.0,2004,Platform,THQ,Sonic Advance 3,0.74,0.52,0.08,0.06,1.4
1080,1081,82.0,1990,Role-Playing,SquareSoft,Final Fantasy III,0.0,0.0,1.39,0.01,1.4
1081,1082,86.01,2002,Racing,Codemasters,Colin McRae Rally 3,0.03,1.05,0.02,0.3,1.4
1082,1083,77.0,2001,Sports,Electronic Arts,Madden NFL 2002,0.78,0.53,0.0,0.09,1.39
1083,1084,79.67,2007,Role-Playing,Square Enix,Final Fantasy XII: Revenant Wings,0.325,0.41000000000000003,0.54,0.095,1.365
1084,1085,63.23,2009,Action,Activision,Bakugan: Battle Brawlers,1.2149999999999999,0.015,0.0,0.095,1.325
1085,1086,89.89,2011,Shooter,Square Enix,Deus Ex: Human Revolution,0.445,0.5349999999999999,0.07,0.21000000000000002,1.255
1086,1087,84.0,1994,Sports,Acclaim Entertainment,NBA Jam,1.19,0.16,0.0,0.03,1.39
1087,1088,70.47,2005,Action,Tecmo Koei,Dynasty Warriors 5,0.24,0.18,0.91,0.06,1.39
1088,1089,58.0,2007,Action,Disney Interactive Studios,Hannah Montana: Spotlight World Tour,0.87,0.38,0.0,0.13,1.3849999999999998
1089,1090,79.0,2012,Action,THQ,WWE '13,0.45,0.495,0.0,0.21000000000000002,1.155
1090,1091,89.57,2011,Shooter,Square Enix,Deus Ex: Human Revolution,0.69,0.44,0.02,0.12,1.275
1091,1092,78.78,2003,Action,Activision,True Crime: Streets of LA,0.96,0.37,0.0,0.05,1.38
1092,1093,67.44,2005,Simulation,Electronic Arts,The Sims 2,0.475,0.53,0.0,0.32,1.33
1093,1094,92.0,2000,Role-Playing,Nintendo,Paper Mario,0.5799999999999998,0.18,0.59,0.02,1.38
1094,1095,79.0,1998,Shooter,Take-Two Interactive,Duke Nukem: Time to Kill,0.77,0.54,0.0,0.07,1.38
1095,1096,79.81,2010,Action,Capcom,Dead Rising 2,0.4,0.5449999999999999,0.15,0.21000000000000002,1.31
1096,1097,63.0,2009,Misc,Electronic Arts,Hasbro Family Game Night 2,0.6950000000000001,0.51,0.0,0.135,1.3399999999999999
1097,1098,64.0,2007,Adventure,Disney Interactive Studios,Disney Princess: Enchanted Journey,1.1949999999999998,0.025,0.0,0.095,1.315
1098,1099,70.0,2009,Puzzle,505 Games,Gardening Mama,0.77,0.42,0.01,0.13,1.335
1099,1100,80.06999999999998,2001,Sports,Acclaim Entertainment,Dave Mirra Freestyle BMX 2,0.67,0.53,0.0,0.18,1.38
1100,1101,72.0,2011,Action,Electronic Arts,Need for Speed: The Run,0.575,0.5549999999999999,0.0,0.14,1.285
1101,1102,85.0,2008,Action,LucasArts,LEGO Indiana Jones: The Original Adventures,0.6,0.31,0.0,0.46,1.37
1102,1103,76.0,2006,Racing,Namco Bandai Games,Ridge Racer 7,0.235,0.685,0.16,0.255,1.34
1103,1104,52.33,1998,Misc,Activision,A Collection of Activision Classic Games for the Atari 2600,0.76,0.52,0.0,0.09,1.37
1104,1105,82.49,2008,Racing,Sony Computer Entertainment,MotorStorm: Pacific Rift,0.41000000000000003,0.635,0.02,0.25,1.3050000000000002
1105,1106,83.0,2010,Platform,Sega,Sonic Colors,0.655,0.47,0.01,0.125,1.255
1106,1107,91.0,2004,Role-Playing,Activision,Star Wars Knights of the Old Republic II: The Sith Lords,0.99,0.33,0.0,0.05,1.37
1107,1108,82.0,2010,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 1-4,0.49,0.49,0.0,0.19,1.165
1108,1109,73.0,1998,Strategy,Nintendo,Pocket Monsters Stadium,0.0,0.0,1.37,0.0,1.37
1109,1110,82.69,2004,Shooter,Ubisoft,Tom Clancy's Ghost Recon 2,0.86,0.45,0.0,0.06,1.36
1110,1111,88.36,2008,Racing,Electronic Arts,Burnout Paradise,0.61,0.5549999999999999,0.01,0.14500000000000002,1.315
1111,1112,71.0,2008,Misc,Sony Computer Entertainment,SingStar Abba,0.23,0.48000000000000004,0.0,0.65,1.36
1112,1113,73.53,2002,Shooter,Electronic Arts,Dead to Rights,0.67,0.52,0.0,0.17,1.36
1113,1114,79.0,,Action,Warner Bros. Interactive Entertainment,LEGO Harry Potter: Years 5-7,0.64,0.385,0.0,0.11,1.135
1114,1115,85.5,2011,Fighting,Capcom,Marvel vs. Capcom 3: Fate of Two Worlds,0.785,0.255,0.11,0.135,1.2850000000000001
1115,1116,86.0,2010,Racing,Codemasters,F1 2010,0.235,0.73,0.08,0.255,1.3
1116,1117,88.0,1997,Sports,Electronic Arts,Madden NFL 98,1.29,0.03,0.0,0.03,1.35
1117,1118,83.0,2008,Sports,Electronic Arts,FIFA Soccer 09,0.225,0.725,0.02,0.365,1.33
1118,1119,72.0,2007,Misc,Atari,Namco Museum DS,1.075,0.005,0.06,0.08499999999999999,1.235
1119,1120,79.0,2007,Sports,Electronic Arts,FIFA Soccer 08,0.2,0.755,0.0,0.385,1.3450000000000002
1120,1121,87.0,2009,Action,Take-Two Interactive,Grand Theft Auto: Chinatown Wars,0.575,0.5449999999999999,0.05,0.135,1.3050000000000002
1121,1122,83.75,2010,Action,Microsoft Game Studios,Alan Wake,0.63,0.47,0.05,0.125,1.275
1122,1123,84.79,2008,Shooter,Electronic Arts,Battlefield: Bad Company,0.745,0.33499999999999996,0.05,0.16999999999999998,1.3
1123,1124,73.36,2004,Action,Electronic Arts,Samurai Warriors,0.22,0.05,1.06,0.02,1.35
1124,1125,80.23999999999998,2003,Racing,Vivendi Games,The Simpsons: Hit & Run,0.7,0.5799999999999998,0.0,0.07,1.35
1125,1126,83.26,2008,Action,Capcom,Devil May Cry 4,0.775,0.33,0.08,0.13,1.32
1126,1127,83.73,2008,Shooter,Ubisoft,Tom Clancy's Rainbow Six: Vegas 2,0.645,0.44,0.04,0.20500000000000002,1.32
1127,1128,87.0,2005,Role-Playing,Capcom,Monster Hunter Freedom,0.235,0.025,1.03,0.035,1.3250000000000002
1128,1129,85.5,2011,Action,Electronic Arts,Crysis 2,0.6599999999999999,0.475,0.02,0.12,1.28
1129,1130,76.0,1997,Role-Playing,SquareSoft,SaGa Frontier,0.15,0.04,1.07,0.09,1.35
1130,1131,78.0,2004,Misc,Sony Computer Entertainment,SingStar Party,0.0,1.04,0.0,0.31,1.35
1131,1132,82.0,2007,Sports,Electronic Arts,FIFA Soccer 08,0.31,0.885,0.01,0.14,1.3450000000000002
1132,1133,91.0,2011,Adventure,Sony Computer Entertainment,The ICO & Shadow of the Colossus Collection,0.56,0.295,0.13,0.14,1.135
1133,1134,71.0,2002,Racing,Atari,Test Drive,0.95,0.21,0.01,0.18,1.34
1134,1135,88.0,2005,Role-Playing,Nintendo,Mario & Luigi: Partners in Time,0.74,0.045000000000000005,0.43,0.07500000000000001,1.28
1135,1136,67.95,2006,Shooter,Capcom,Lost Planet: Extreme Condition,1.08,0.03,0.1,0.10500000000000001,1.32
1136,1137,84.0,1994,Fighting,Acclaim Entertainment,Mortal Kombat 3,1.03,0.27,0.0,0.04,1.34
1137,1138,87.63,2005,Shooter,Activision,Doom 3,0.85,0.43,0.0,0.06,1.34
1138,1139,82.0,2004,Platform,Nintendo,Donkey Kong Jungle Beat,0.84,0.22,0.24,0.04,1.34
1139,1140,83.0,2006,Racing,Electronic Arts,Need for Speed Carbon,1.22,0.05,0.05,0.01,1.34
1140,1141,88.49,2003,Shooter,Take-Two Interactive,Max Payne 2: The Fall of Max Payne,0.65,0.51,0.0,0.17,1.34
1141,1142,86.29,2000,Strategy,Electronic Arts,Command & Conquer: Red Alert 2,1.32,0.01,0.0,0.0,1.33
1142,1143,88.89,2004,Sports,Electronic Arts,MVP Baseball 2004,1.1,0.06,0.0,0.18,1.34
1143,1144,73.0,2007,Fighting,THQ,WWE SmackDown vs Raw 2008,0.61,0.485,0.01,0.20500000000000002,1.3050000000000002
1144,1145,78.0,2010,Sports,Ubisoft,Your Shape: Fitness Evolved,0.75,0.395,0.0,0.11499999999999999,1.27
1145,1146,81.0,2011,Shooter,Bethesda Softworks,Rage,0.44499999999999995,0.5449999999999999,0.06,0.20500000000000002,1.255
1146,1147,70.0,2002,Action,Activision,Spider-Man: The Movie,0.92,0.35,0.01,0.05,1.33
1147,1148,84.93,1998,Fighting,Acclaim Entertainment,WWF War Zone,1.08,0.24,0.0,0.02,1.33
1148,1149,56.0,2000,Sports,Activision,Tony Hawk's Pro Skater,0.9,0.38,0.01,0.05,1.33
1149,1150,77.34999999999998,2003,Simulation,Electronic Arts,The Sims: Bustin' Out,0.93,0.35,0.0,0.06,1.33
1150,1151,81.2,2000,Sports,Electronic Arts,Triple Play 2001,0.74,0.5,0.0,0.09,1.33
1151,1152,92.05,2004,Shooter,Nintendo,Metroid Prime 2: Echoes,0.87,0.35,0.07,0.04,1.33
1152,1153,81.0,2010,Fighting,THQ,UFC Undisputed 2010,0.875,0.29999999999999993,0.0,0.11499999999999999,1.29
1153,1154,54.0,2004,Racing,TDK Mediactive,Corvette,0.65,0.51,0.0,0.17,1.33
1154,1155,53.0,2007,Simulation,Ubisoft,Petz Wild Animals: Dolphinz,0.6950000000000001,0.475,0.0,0.13,1.3050000000000002
1155,1156,81.0,2005,Racing,Electronic Arts,Need for Speed Underground Rivals,0.685,0.37,0.02,0.235,1.3050000000000002
1156,1157,81.0,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,0.6499999999999999,0.36,0.0,0.16999999999999998,1.175
1157,1158,85.0,2008,Role-Playing,Activision,World of Warcraft: Wrath of the Lich King,1.21,0.855,0.0,0.59,2.6550000000000002
1158,1159,66.0,1985,Puzzle,Nintendo,Gyromite,0.73,0.16,0.4,0.03,1.32
1159,1160,88.05,2002,Sports,Atari,NFL 2K3,1.06,0.08,0.0,0.18,1.32
1160,1161,71.0,1997,Fighting,Eidos Interactive,Fighting Force,0.73,0.5,0.0,0.09,1.32
1161,1162,69.5,2003,Role-Playing,Capcom,Mega Man Battle Network 4: Red Sun / Blue Moon,0.31,0.04,0.96,0.01,1.32
1162,1163,81.0,2010,Shooter,Sony Computer Entertainment,MAG: Massive Action Game,0.76,0.29000000000000004,0.09,0.16,1.3
1163,1164,74.0,1996,Sports,Electronic Arts,Madden NFL 97,0.73,0.5,0.0,0.09,1.32
1164,1165,76.0,2011,Racing,Disney Interactive Studios,Cars 2,0.62,0.375,0.04,0.105,1.1400000000000001
1165,1166,64.0,2012,Action,Activision,Skylanders Giants,0.675,0.365,0.0,0.055,1.1
1166,1167,80.0,,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,0.56,0.41000000000000003,0.0,0.255,1.23
1167,1168,61.6,1996,Racing,ASC Games,TNN Motor Sports Hardcore 4x4,0.73,0.5,0.0,0.09,1.31
1168,1169,49.0,2002,Racing,Bethesda Softworks,IHRA Drag Racing 2,0.64,0.5,0.0,0.17,1.31
1169,1170,87.0,2009,Misc,MTV Games,The Beatles: Rock Band,0.955,0.22,0.0,0.11,1.2850000000000001
1170,1171,80.94,2009,Fighting,Namco Bandai Games,Tekken 6,0.675,0.39,0.05,0.125,1.24
1171,1172,81.81999999999998,2009,Action,Activision,[Prototype],0.8200000000000001,0.33999999999999997,0.0,0.12,1.28
1172,1173,66.64,2005,Platform,Activision,Madagascar,0.78,0.45,0.0,0.07,1.31
1173,1174,69.0,1999,Adventure,THQ,Rugrats Studio Tour,0.57,0.67,0.0,0.07,1.31
1174,1175,81.0,2009,Strategy,Warner Bros. Interactive Entertainment,LEGO Battles,0.7250000000000001,0.355,0.0,0.11499999999999999,1.195
1175,1176,64.48,2002,Shooter,Acclaim Entertainment,Turok: Evolution,0.64,0.5,0.0,0.17,1.31
1176,1177,36.0,2008,Misc,Disney Interactive Studios,High School Musical 3: Senior Year DANCE!,0.66,0.485,0.0,0.13,1.2850000000000001
1177,1178,75.0,2008,Sports,Ubisoft,Gold's Gym: Cardio Workout,1.09,0.03,0.06,0.09,1.275
1178,1179,92.97,2004,Racing,Electronic Arts,Burnout 3: Takedown,0.84,0.43,0.0,0.04,1.31
1179,1180,73.0,2002,Role-Playing,Konami Digital Entertainment,Yu-Gi-Oh! The Sacred Cards,0.94,0.35,0.0,0.02,1.3
1180,1181,85.21,2011,Action,Electronic Arts,Crysis 2,0.41000000000000003,0.5249999999999999,0.06,0.2,1.205
1181,1182,60.69,2006,Sports,Electronic Arts,NBA Live 07,1.07,0.04,0.02,0.17,1.3
1182,1183,77.0,2005,Misc,Sony Computer Entertainment,SingStar '80s,0.27,0.02,0.0,1.0150000000000001,1.3
1183,1184,66.89,2007,Sports,Electronic Arts,EA Playground,0.685,0.47,0.0,0.13,1.28
1184,1185,73.0,1997,Racing,Accolade,Test Drive 5,1.05,0.2,0.0,0.05,1.3
1185,1186,76.0,2010,Sports,Electronic Arts,EA Sports Active 2,0.75,0.37,0.0,0.11499999999999999,1.24
1186,1187,76.0,1999,Role-Playing,Namco Bandai Games,Digimon World,0.56,0.38,0.28,0.08,1.3
1187,1188,80.0,2006,Racing,Electronic Arts,Need for Speed Carbon,0.45,0.645,0.02,0.14500000000000002,1.2650000000000001
1188,1189,77.91,2002,Role-Playing,Capcom,Mega Man Battle Network 3 Blue / White Version,0.39,0.02,0.85,0.03,1.29
1189,1190,76.70999999999998,2012,Sports,Electronic Arts,FIFA Street,0.08499999999999999,0.775,0.0,0.22999999999999998,1.095
1190,1191,86.0,2002,Action,Capcom,Resident Evil Zero,0.54,0.27,0.45,0.04,1.29
1191,1192,87.0,2005,Racing,Electronic Arts,Need for Speed: Most Wanted,0.975,0.12000000000000001,0.02,0.095,1.21
1192,1193,44.0,2003,Platform,TDK Mediactive,Pirates of the Caribbean: The Curse of the Black Pearl,0.93,0.34,0.0,0.02,1.29
1193,1194,77.56,2004,Shooter,Atari,Transformers,0.63,0.49,0.0,0.16,1.29
1194,1195,78.0,2008,Misc,Activision,Guitar Hero: Aerosmith,1.02,0.14,0.0,0.1,1.2650000000000001
1195,1196,66.58,2008,Adventure,Nintendo,Mystery Case Files: MillionHeir,0.745,0.39,0.0,0.12,1.26
1196,1197,87.22,2008,Role-Playing,Sega,Valkyria Chronicles,0.6699999999999999,0.16,0.24,0.115,1.195
1197,1198,86.21,2005,Racing,Take-Two Interactive,Midnight Club 3: DUB Edition (America weekly sales),1.22,0.05,0.0,0.01,1.29
1198,1199,85.24,2004,Role-Playing,Sony Online Entertainment,Champions of Norrath,0.63,0.49,0.0,0.16,1.28
1199,1200,50.0,2008,Simulation,Ubisoft,Imagine: Wedding Designer,0.55,0.585,0.0,0.14,1.275
1200,1201,67.67,1999,Action,3DO,Army Men 3D,1.1,0.14,0.0,0.04,1.28
